Timestamp,EAR,MAR,Face_Detected,Drowsy_Alert,Yawn_Alert,Event
2025-12-11 15:36:49,0.2298,0.7515,True,False,True,YAWN_START
2025-12-11 15:36:49,0.2316,0.7188,True,False,True,periodic
2025-12-11 15:36:49,0.2318,0.6915,True,True,True,DROWSY_START
2025-12-11 15:36:50,0.256,0.5733,True,False,False,YAWN_END
2025-12-11 15:36:50,0.2343,0.2679,True,False,False,periodic
2025-12-11 15:36:51,0.2603,0.2793,True,False,False,periodic
2025-12-11 15:38:42,0.1325,0.3365,True,False,False,periodic
2025-12-11 15:38:43,0.2961,0.2778,True,False,False,periodic
2025-12-11 15:38:44,0.0527,0.2667,True,False,False,periodic
2025-12-11 15:38:45,0.3041,0.2666,True,False,False,periodic
2025-12-11 15:38:46,0.2375,0.2655,True,False,False,periodic
2025-12-11 15:38:47,0.2958,0.2609,True,False,False,periodic
2025-12-11 15:38:48,0.3391,0.2975,True,False,False,periodic
2025-12-11 15:38:49,0.1072,0.3252,True,False,False,periodic
2025-12-11 15:38:50,0.0289,0.3004,True,False,False,periodic
2025-12-11 15:38:51,0.0324,0.3103,True,True,False,DROWSY_START
2025-12-11 15:38:51,0.329,0.3153,True,False,False,DROWSY_END
2025-12-11 15:38:52,0.3003,0.3369,True,False,False,periodic
2025-12-11 15:38:53,0.0327,0.2792,True,False,False,periodic
2025-12-11 15:38:54,0.0523,0.2833,True,False,False,periodic
2025-12-11 15:38:55,0.0564,0.2853,True,True,False,DROWSY_START
2025-12-11 15:38:55,0.2623,0.3014,True,False,False,DROWSY_END
2025-12-11 15:38:56,0.2446,0.3541,True,False,False,periodic
2025-12-11 15:38:57,0.2274,0.6999,True,False,False,periodic
2025-12-11 15:38:58,0.2205,0.9072,True,False,False,periodic
2025-12-11 15:38:59,0.2244,0.9386,True,True,False,DROWSY_START
2025-12-11 15:38:59,0.2082,0.6236,True,True,False,periodic
2025-12-11 15:39:00,0.2516,0.6123,True,False,False,DROWSY_END
2025-12-11 15:39:00,0.2306,0.7218,True,False,False,periodic
2025-12-11 15:39:01,0.224,0.2514,True,False,False,periodic
2025-12-11 15:39:03,0.2187,0.6549,True,True,False,DROWSY_START
2025-12-11 15:39:03,0.2284,0.9802,True,True,False,periodic
2025-12-11 15:39:04,0.2183,0.8716,True,True,False,periodic
2025-12-11 15:39:05,0.2783,0.3335,True,False,False,DROWSY_END
2025-12-11 15:39:05,0.2951,0.3317,True,False,False,periodic
2025-12-11 15:39:06,0.0926,0.3126,True,False,False,periodic
2025-12-11 15:39:07,0.3402,0.6169,True,False,False,periodic
2025-12-11 15:39:08,0.2873,0.7075,True,False,False,periodic
2025-12-11 15:39:09,0.2752,0.7372,True,False,False,periodic
2025-12-11 15:39:10,0.2552,0.7717,True,False,False,periodic
2025-12-11 15:39:11,0.258,0.2742,True,False,False,periodic
2025-12-11 15:39:12,0.2231,0.2494,True,False,False,periodic
2025-12-11 15:39:13,0.2867,0.3086,True,False,False,periodic
2025-12-11 15:39:14,0.2869,0.3199,True,False,False,periodic
2025-12-11 15:39:15,0.2216,0.6344,True,False,False,periodic
2025-12-11 15:39:16,0.2087,0.67,True,False,False,periodic
2025-12-11 15:39:17,0.1981,0.7376,True,False,False,periodic
2025-12-11 15:39:19,0.1974,0.7086,True,True,False,DROWSY_START
2025-12-11 15:39:19,0.2743,0.5048,True,False,False,DROWSY_END
2025-12-11 15:39:19,0.2728,0.4887,True,False,False,periodic
2025-12-11 15:39:20,0.2753,0.2393,True,False,False,periodic
2025-12-11 15:39:21,0.237,0.3043,True,False,False,periodic
2025-12-11 15:39:22,0.2262,0.2598,True,False,False,periodic
2025-12-11 15:39:23,0.2236,0.2253,True,False,False,periodic
2025-12-11 15:43:57,0.226,0.2944,True,False,False,periodic
2025-12-11 15:43:58,0.213,0.3079,True,False,False,periodic
2025-12-11 15:43:59,0.2561,0.2947,True,False,False,periodic
2025-12-11 15:44:00,0.0792,0.2844,True,False,False,periodic
2025-12-11 15:44:01,0.1743,0.3099,True,False,False,periodic
2025-12-11 15:44:02,0.1995,0.298,True,False,False,periodic
2025-12-11 15:44:03,0.2033,0.6004,True,False,False,periodic
2025-12-11 15:44:04,0.1762,0.8771,True,True,False,DROWSY_START
2025-12-11 15:44:05,0.1814,0.9499,True,True,True,YAWN_START
2025-12-11 15:44:05,0.1918,0.9333,True,True,True,periodic
2025-12-11 15:44:06,0.0713,0.5609,True,True,False,YAWN_END
2025-12-11 15:44:06,0.165,0.5052,True,True,False,periodic
2025-12-11 15:44:07,0.1714,0.3056,True,True,False,periodic
2025-12-11 15:44:08,0.2208,0.7737,True,True,False,periodic
2025-12-11 15:44:08,0.2744,0.7594,True,False,False,DROWSY_END
2025-12-11 15:44:09,0.3513,0.7826,True,False,True,YAWN_START
2025-12-11 15:44:09,0.2457,0.8328,True,False,True,periodic
2025-12-11 15:44:10,0.2384,0.552,True,False,False,YAWN_END
2025-12-11 15:44:10,0.0288,0.3596,True,False,False,periodic
2025-12-11 15:44:11,0.2273,0.2723,True,False,False,periodic
2025-12-11 15:44:13,0.0485,0.2626,True,True,False,DROWSY_START
2025-12-11 15:44:13,0.055,0.2584,True,True,False,periodic
2025-12-11 15:44:14,0.1726,0.2657,True,True,False,periodic
2025-12-11 15:44:15,0.0555,0.2647,True,True,False,periodic
2025-12-11 15:44:16,0.031,0.2798,True,True,False,periodic
2025-12-11 15:44:17,0.1961,0.2662,True,True,False,periodic
2025-12-11 15:44:18,0.0476,0.2821,True,True,False,periodic
2025-12-11 15:44:19,0.044,0.2702,True,True,False,periodic
2025-12-11 15:44:20,0.0556,0.2795,True,True,False,periodic
2025-12-11 15:44:21,0.1551,0.2831,True,True,False,periodic
2025-12-11 15:44:21,0.2684,0.2675,True,False,False,DROWSY_END
2025-12-11 15:44:22,0.2307,0.2975,True,False,False,periodic
2025-12-11 15:44:23,0.2115,0.3172,True,False,False,periodic
2025-12-11 15:44:24,0.2289,0.2848,True,True,False,DROWSY_START
2025-12-11 15:44:24,0.2028,0.3143,True,True,False,periodic
2025-12-11 15:44:25,0.1898,0.303,True,True,False,periodic
2025-12-11 15:44:26,0.2339,0.2854,True,True,False,periodic
2025-12-11 15:44:27,0.2573,0.3064,True,False,False,DROWSY_END
2025-12-11 15:44:27,0.0414,0.2841,True,False,False,periodic
2025-12-11 15:44:28,0.0429,0.2761,True,False,False,periodic
2025-12-11 15:44:29,0.0543,0.2761,True,True,False,DROWSY_START
2025-12-11 15:44:30,0.2538,0.288,True,False,False,DROWSY_END
2025-12-11 15:44:30,0.2432,0.2946,True,False,False,periodic
2025-12-11 15:44:31,0.2556,0.2867,True,False,False,periodic
2025-12-11 15:44:32,0.2449,0.2975,True,False,False,periodic
2025-12-11 15:44:33,0.0408,0.2874,True,False,False,periodic
2025-12-11 15:44:34,0.0503,0.2867,True,False,False,periodic
2025-12-11 15:44:34,0.0443,0.2869,True,True,False,DROWSY_START
2025-12-11 15:44:35,0.2028,0.2965,True,True,False,periodic
2025-12-11 15:44:36,0.2731,0.2745,True,False,False,DROWSY_END
2025-12-11 15:44:36,0.2468,0.5382,True,False,False,periodic
2025-12-11 15:44:37,0.2108,0.7886,True,False,False,periodic
2025-12-11 15:44:38,0.2022,0.8447,True,False,True,YAWN_START
2025-12-11 15:44:39,0.2069,0.5011,True,False,False,YAWN_END
2025-12-11 15:44:39,0.1826,0.369,True,False,False,periodic
2025-12-11 15:44:39,0.2099,0.2571,True,True,False,DROWSY_START
2025-12-11 15:44:40,0.2409,0.2531,True,True,False,periodic
2025-12-11 15:44:41,0.251,0.2822,True,False,False,DROWSY_END
2025-12-11 15:44:41,0.2444,0.2809,True,False,False,periodic
2025-12-11 15:44:42,0.0673,0.2876,True,False,False,periodic
2025-12-11 15:44:43,0.2048,0.2747,True,False,False,periodic
